event_name,event_timestamp,user_pseudo_id,unique_session_id,data.path,user_properties.subscription_state,user_properties.subscription_product,user_properties.ab_tooltips_enabled,event_properties.type
aboutme_card_open,1710892899482000,4bc6e579-cbcf-4eeb-9acf-871de6a9589f,4bc6e579-cbcf-4eeb-9acf-871de6a9589f_1710892813626,/,subscribed,yearly_t_2,False,strategy
aboutme_card_open,1710937030407000,a26cefc9-13c6-44e5-b436-dc3a40844eb0,a26cefc9-13c6-44e5-b436-dc3a40844eb0_1710936351431,/,subscribed,weekly_1299_intro_promo_discount,False,type
aboutme_card_open,1710937037379000,a26cefc9-13c6-44e5-b436-dc3a40844eb0,a26cefc9-13c6-44e5-b436-dc3a40844eb0_1710936351431,/,subscribed,weekly_1299_intro_promo_discount,False,profile
aboutme_card_open,1710937436209000,a26cefc9-13c6-44e5-b436-dc3a40844eb0,a26cefc9-13c6-44e5-b436-dc3a40844eb0_1710936351431,/,subscribed,weekly_1299_intro_promo_discount,False,authority
aboutme_card_open,1710937442521000,a26cefc9-13c6-44e5-b436-dc3a40844eb0,a26cefc9-13c6-44e5-b436-dc3a40844eb0_1710936351431,/,subscribed,weekly_1299_intro_promo_discount,False,strategy
aboutme_card_open,1710952963438000,455c6cad-2d76-492f-b055-aca499189b80,455c6cad-2d76-492f-b055-aca499189b80_1710952710580,/,subscribed,yearly_t_2,False,type
aboutme_card_open,1710953011379000,455c6cad-2d76-492f-b055-aca499189b80,455c6cad-2d76-492f-b055-aca499189b80_1710952710580,/,subscribed,yearly_t_2,False,profile
aboutme_card_open,1710953032356000,455c6cad-2d76-492f-b055-aca499189b80,455c6cad-2d76-492f-b055-aca499189b80_1710952710580,/,subscribed,yearly_t_2,False,authority
aboutme_card_open,1710953052408000,455c6cad-2d76-492f-b055-aca499189b80,455c6cad-2d76-492f-b055-aca499189b80_1710952710580,/,subscribed,yearly_t_2,False,strategy
aboutme_card_open,1710952077781000,d399bc0b-e5d4-42b4-a45d-ff7fbe350769,d399bc0b-e5d4-42b4-a45d-ff7fbe350769_1710951691784,/,subscribed,yearly_t_2,False,type
aboutme_card_open,1710952103342000,d399bc0b-e5d4-42b4-a45d-ff7fbe350769,d399bc0b-e5d4-42b4-a45d-ff7fbe350769_1710951691784,/,subscribed,yearly_t_2,False,profile
aboutme_card_open,1710952120749000,d399bc0b-e5d4-42b4-a45d-ff7fbe350769,d399bc0b-e5d4-42b4-a45d-ff7fbe350769_1710951691784,/,subscribed,yearly_t_2,False,authority
aboutme_card_open,1710952132187000,d399bc0b-e5d4-42b4-a45d-ff7fbe350769,d399bc0b-e5d4-42b4-a45d-ff7fbe350769_1710951691784,/,subscribed,yearly_t_2,False,strategy
aboutme_card_open,1710952150638000,d399bc0b-e5d4-42b4-a45d-ff7fbe350769,d399bc0b-e5d4-42b4-a45d-ff7fbe350769_1710951691784,/,subscribed,yearly_t_2,False,profile
aboutme_card_open,1710952220931000,d399bc0b-e5d4-42b4-a45d-ff7fbe350769,d399bc0b-e5d4-42b4-a45d-ff7fbe350769_1710951691784,/,subscribed,yearly_t_2,False,authority
aboutme_card_open,1710952317908000,d399bc0b-e5d4-42b4-a45d-ff7fbe350769,d399bc0b-e5d4-42b4-a45d-ff7fbe350769_1710951691784,/,subscribed,yearly_t_2,False,strategy
aboutme_card_open,1710951954726000,358d98b2-a21b-48d6-b185-e7cb0ac47381,358d98b2-a21b-48d6-b185-e7cb0ac47381_1710951587735,/,subscribed,6month_1_1999,False,strategy
aboutme_card_open,1710956443201000,9e5261c5-3c2f-44ed-81ff-3f12cc20df38,9e5261c5-3c2f-44ed-81ff-3f12cc20df38_1710956279022,/,subscribed,weekly_1299_intro_promo_discount,False,profile
aboutme_card_open,1710956690515000,9e5261c5-3c2f-44ed-81ff-3f12cc20df38,9e5261c5-3c2f-44ed-81ff-3f12cc20df38_1710956279022,/,subscribed,weekly_1299_intro_promo_discount,False,authority
aboutme_card_open,1710956718856000,9e5261c5-3c2f-44ed-81ff-3f12cc20df38,9e5261c5-3c2f-44ed-81ff-3f12cc20df38_1710956279022,/,subscribed,weekly_1299_intro_promo_discount,False,strategy
aboutme_card_open,1710956741687000,9e5261c5-3c2f-44ed-81ff-3f12cc20df38,9e5261c5-3c2f-44ed-81ff-3f12cc20df38_1710956279022,/,subscribed,weekly_1299_intro_promo_discount,False,type
aboutme_card_open,1710956826963000,9e5261c5-3c2f-44ed-81ff-3f12cc20df38,9e5261c5-3c2f-44ed-81ff-3f12cc20df38_1710956279022,/,subscribed,weekly_1299_intro_promo_discount,False,profile
aboutme_card_open,1710960801249000,a962ae49-4e32-41fd-aa0c-d6221cfa6149,a962ae49-4e32-41fd-aa0c-d6221cfa6149_1710958577455,/,subscribed,Yearly_30_b_var3,False,type
aboutme_card_open,1710960820244000,a962ae49-4e32-41fd-aa0c-d6221cfa6149,a962ae49-4e32-41fd-aa0c-d6221cfa6149_1710958577455,/,subscribed,Yearly_30_b_var3,False,profile
aboutme_card_open,1710960837007000,a962ae49-4e32-41fd-aa0c-d6221cfa6149,a962ae49-4e32-41fd-aa0c-d6221cfa6149_1710958577455,/,subscribed,Yearly_30_b_var3,False,authority
aboutme_card_open,1710960845369000,a962ae49-4e32-41fd-aa0c-d6221cfa6149,a962ae49-4e32-41fd-aa0c-d6221cfa6149_1710958577455,/,subscribed,Yearly_30_b_var3,False,strategy
aboutme_card_open,1710960851911000,a962ae49-4e32-41fd-aa0c-d6221cfa6149,a962ae49-4e32-41fd-aa0c-d6221cfa6149_1710958577455,/,subscribed,Yearly_30_b_var3,False,type
aboutme_card_open,1710960880917000,a962ae49-4e32-41fd-aa0c-d6221cfa6149,a962ae49-4e32-41fd-aa0c-d6221cfa6149_1710958577455,/,subscribed,Yearly_30_b_var3,False,profile
aboutme_card_open,1710960892137000,a962ae49-4e32-41fd-aa0c-d6221cfa6149,a962ae49-4e32-41fd-aa0c-d6221cfa6149_1710958577455,/,subscribed,Yearly_30_b_var3,False,authority
aboutme_card_open,1710960903261000,a962ae49-4e32-41fd-aa0c-d6221cfa6149,a962ae49-4e32-41fd-aa0c-d6221cfa6149_1710958577455,/,subscribed,Yearly_30_b_var3,False,strategy
aboutme_card_open,1710959443487000,5c90c1b6-4b3d-4740-b3e2-f19d0b2d8114,5c90c1b6-4b3d-4740-b3e2-f19d0b2d8114_1710959110567,/,subscribed,yearly_t_2,False,profile
aboutme_card_open,1710959466532000,5c90c1b6-4b3d-4740-b3e2-f19d0b2d8114,5c90c1b6-4b3d-4740-b3e2-f19d0b2d8114_1710959110567,/,subscribed,yearly_t_2,False,authority
aboutme_card_open,1710958140136000,edb1880a-d89c-4a48-8b77-1711182bd917,edb1880a-d89c-4a48-8b77-1711182bd917_1710957860501,/,subscribed,6month_1_1999,False,profile
aboutme_card_open,1710958217776000,edb1880a-d89c-4a48-8b77-1711182bd917,edb1880a-d89c-4a48-8b77-1711182bd917_1710957860501,/,subscribed,6month_1_1999,False,authority
aboutme_card_open,1710958263623000,edb1880a-d89c-4a48-8b77-1711182bd917,edb1880a-d89c-4a48-8b77-1711182bd917_1710957860501,/,subscribed,6month_1_1999,False,strategy
aboutme_card_open,1710958312447000,edb1880a-d89c-4a48-8b77-1711182bd917,edb1880a-d89c-4a48-8b77-1711182bd917_1710957860501,/,subscribed,6month_1_1999,False,type
aboutme_card_open,1710958369553000,edb1880a-d89c-4a48-8b77-1711182bd917,edb1880a-d89c-4a48-8b77-1711182bd917_1710957860501,/,subscribed,6month_1_1999,False,profile
aboutme_card_open,1710958410516000,edb1880a-d89c-4a48-8b77-1711182bd917,edb1880a-d89c-4a48-8b77-1711182bd917_1710957860501,/,subscribed,6month_1_1999,False,authority
aboutme_card_open,1710960691704000,358d98b2-a21b-48d6-b185-e7cb0ac47381,358d98b2-a21b-48d6-b185-e7cb0ac47381_1710960570587,/,subscribed,6month_1_1999,False,profile
aboutme_card_open,1710960726079000,358d98b2-a21b-48d6-b185-e7cb0ac47381,358d98b2-a21b-48d6-b185-e7cb0ac47381_1710960570587,/,subscribed,6month_1_1999,False,authority
aboutme_card_open,1710960768887000,358d98b2-a21b-48d6-b185-e7cb0ac47381,358d98b2-a21b-48d6-b185-e7cb0ac47381_1710960570587,/,subscribed,6month_1_1999,False,strategy
aboutme_card_open,1710963341311000,d429f7aa-1bdf-4318-a70c-8a6850394f7c,d429f7aa-1bdf-4318-a70c-8a6850394f7c_1710963236740,/,subscribed,yearly_t_2,False,strategy
aboutme_card_open,1710963344754000,d429f7aa-1bdf-4318-a70c-8a6850394f7c,d429f7aa-1bdf-4318-a70c-8a6850394f7c_1710963236740,/,subscribed,yearly_t_2,False,authority
aboutme_card_open,1710961460354000,48cafcc3-23fc-49cd-8e8c-834382ee7858,48cafcc3-23fc-49cd-8e8c-834382ee7858_1710961408387,/,subscribed,yearly_v4_introdiscount,False,authority
aboutme_card_open,1710902075423000,9a874124-8bf1-4070-8cca-68a006a36a37,9a874124-8bf1-4070-8cca-68a006a36a37_1710900966657,/,subscribed,weekly_1299_intro_promo_discount,False,profile
aboutme_card_open,1710902128904000,9a874124-8bf1-4070-8cca-68a006a36a37,9a874124-8bf1-4070-8cca-68a006a36a37_1710900966657,/,subscribed,weekly_1299_intro_promo_discount,False,authority
aboutme_card_open,1710902144108000,9a874124-8bf1-4070-8cca-68a006a36a37,9a874124-8bf1-4070-8cca-68a006a36a37_1710900966657,/,subscribed,weekly_1299_intro_promo_discount,False,strategy
aboutme_card_open,1710965626283000,2b969b36-e4f8-4503-b70b-e99eaeed7cf4,2b969b36-e4f8-4503-b70b-e99eaeed7cf4_1710964121382,/,subscribed,weekly_1299_intro_promo_discount,False,profile
aboutme_card_open,1710965761873000,2b969b36-e4f8-4503-b70b-e99eaeed7cf4,2b969b36-e4f8-4503-b70b-e99eaeed7cf4_1710964121382,/,subscribed,weekly_1299_intro_promo_discount,False,authority
aboutme_card_open,1710966431825000,2b969b36-e4f8-4503-b70b-e99eaeed7cf4,2b969b36-e4f8-4503-b70b-e99eaeed7cf4_1710966422991,/,subscribed,weekly_1299_intro_promo_discount,False,strategy
aboutme_card_open,1710971705852000,a2a5d85f-2979-4bf1-b890-666ff5a89123,a2a5d85f-2979-4bf1-b890-666ff5a89123_1710971645978,/,subscribed,yearly_t_2,False,strategy
aboutme_card_open,1710971730430000,a2a5d85f-2979-4bf1-b890-666ff5a89123,a2a5d85f-2979-4bf1-b890-666ff5a89123_1710971645978,/,subscribed,yearly_t_2,False,strategy
aboutme_card_open,1710971738452000,a2a5d85f-2979-4bf1-b890-666ff5a89123,a2a5d85f-2979-4bf1-b890-666ff5a89123_1710971645978,/,subscribed,yearly_t_2,False,type
aboutme_card_open,1710971741526000,a2a5d85f-2979-4bf1-b890-666ff5a89123,a2a5d85f-2979-4bf1-b890-666ff5a89123_1710971645978,/,subscribed,yearly_t_2,False,profile
aboutme_card_open,1710971745406000,a2a5d85f-2979-4bf1-b890-666ff5a89123,a2a5d85f-2979-4bf1-b890-666ff5a89123_1710971645978,/,subscribed,yearly_t_2,False,authority
aboutme_card_open,1710971748497000,a2a5d85f-2979-4bf1-b890-666ff5a89123,a2a5d85f-2979-4bf1-b890-666ff5a89123_1710971645978,/,subscribed,yearly_t_2,False,strategy
aboutme_card_open,1710291147068000,601e177f-e0c8-4196-9faa-b78576a428bc,601e177f-e0c8-4196-9faa-b78576a428bc_1710291133199,/,subscribed,yearly_t_2,False,profile
aboutme_card_open,1710291276833000,601e177f-e0c8-4196-9faa-b78576a428bc,601e177f-e0c8-4196-9faa-b78576a428bc_1710291133199,/,subscribed,yearly_t_2,False,profile
aboutme_card_open,1710970329562000,f22dfd0d-5510-433f-972b-752d3ad147d5,f22dfd0d-5510-433f-972b-752d3ad147d5_1710970271107,/,subscribed,yearly_t_2,False,type
aboutme_card_open,1710970383071000,f22dfd0d-5510-433f-972b-752d3ad147d5,f22dfd0d-5510-433f-972b-752d3ad147d5_1710970271107,/,subscribed,yearly_t_2,False,profile
aboutme_card_open,1710970430716000,f22dfd0d-5510-433f-972b-752d3ad147d5,f22dfd0d-5510-433f-972b-752d3ad147d5_1710970271107,/,subscribed,yearly_t_2,False,authority
aboutme_card_open,1710970457773000,f22dfd0d-5510-433f-972b-752d3ad147d5,f22dfd0d-5510-433f-972b-752d3ad147d5_1710970271107,/,subscribed,yearly_t_2,False,strategy
aboutme_card_open,1710968819050000,a26cefc9-13c6-44e5-b436-dc3a40844eb0,a26cefc9-13c6-44e5-b436-dc3a40844eb0_1710967480730,/,subscribed,weekly_1299_intro_promo_discount,False,profile
aboutme_card_open,1710968844870000,a26cefc9-13c6-44e5-b436-dc3a40844eb0,a26cefc9-13c6-44e5-b436-dc3a40844eb0_1710967480730,/,subscribed,weekly_1299_intro_promo_discount,False,authority
aboutme_card_open,1710968892468000,a26cefc9-13c6-44e5-b436-dc3a40844eb0,a26cefc9-13c6-44e5-b436-dc3a40844eb0_1710967480730,/,subscribed,weekly_1299_intro_promo_discount,False,strategy
aboutme_card_open,1710972163239000,d629c975-7e48-411a-b3ea-a750f6ac2377,d629c975-7e48-411a-b3ea-a750f6ac2377_1710972015108,/,subscribed,yearly_t_2,False,profile
aboutme_card_open,1710974074959000,76bf5647-6434-45f9-9b4a-7c1fc1acba50,76bf5647-6434-45f9-9b4a-7c1fc1acba50_1710972226300,/,subscribed,weekly_1299_intro_promo_discount,False,type
aboutme_card_open,1710974085242000,76bf5647-6434-45f9-9b4a-7c1fc1acba50,76bf5647-6434-45f9-9b4a-7c1fc1acba50_1710972226300,/,subscribed,weekly_1299_intro_promo_discount,False,profile
aboutme_card_open,1710974104301000,76bf5647-6434-45f9-9b4a-7c1fc1acba50,76bf5647-6434-45f9-9b4a-7c1fc1acba50_1710972226300,/,subscribed,weekly_1299_intro_promo_discount,False,authority
aboutme_card_open,1710974120049000,76bf5647-6434-45f9-9b4a-7c1fc1acba50,76bf5647-6434-45f9-9b4a-7c1fc1acba50_1710972226300,/,subscribed,weekly_1299_intro_promo_discount,False,strategy
aboutme_card_open,1710974283261000,db2e9515-1e72-4c80-ba86-8ba946438e2f,db2e9515-1e72-4c80-ba86-8ba946438e2f_1710973550537,/,subscribed,yearly_t_2,False,type
aboutme_card_open,1710974417657000,db2e9515-1e72-4c80-ba86-8ba946438e2f,db2e9515-1e72-4c80-ba86-8ba946438e2f_1710973550537,/,subscribed,yearly_t_2,False,profile
aboutme_card_open,1710974557462000,db2e9515-1e72-4c80-ba86-8ba946438e2f,db2e9515-1e72-4c80-ba86-8ba946438e2f_1710973550537,/,subscribed,yearly_t_2,False,authority
aboutme_card_open,1710974630420000,db2e9515-1e72-4c80-ba86-8ba946438e2f,db2e9515-1e72-4c80-ba86-8ba946438e2f_1710973550537,/,subscribed,yearly_t_2,False,strategy
aboutme_card_open,1710976102232000,5dddb7a1-9343-4ff1-9b94-e18805cab90f,5dddb7a1-9343-4ff1-9b94-e18805cab90f_1710975679121,/,subscribed,yearly_t_2,False,strategy
aboutme_card_open,1710978717147000,5d3a1992-4990-46a6-b7d2-b3d06a79d190,5d3a1992-4990-46a6-b7d2-b3d06a79d190_1710976575071,/,subscribed,weekly_3,False,type
aboutme_card_open,1710978772988000,5d3a1992-4990-46a6-b7d2-b3d06a79d190,5d3a1992-4990-46a6-b7d2-b3d06a79d190_1710976575071,/,subscribed,weekly_3,False,profile
aboutme_card_open,1710978812008000,5d3a1992-4990-46a6-b7d2-b3d06a79d190,5d3a1992-4990-46a6-b7d2-b3d06a79d190_1710976575071,/,subscribed,weekly_3,False,authority
aboutme_card_open,1710978854100000,5d3a1992-4990-46a6-b7d2-b3d06a79d190,5d3a1992-4990-46a6-b7d2-b3d06a79d190_1710976575071,/,subscribed,weekly_3,False,strategy
aboutme_card_open,1710903815120000,d2b54ad0-dda0-4fe2-aab9-4663f5e86b54,d2b54ad0-dda0-4fe2-aab9-4663f5e86b54_1710902938133,/,subscribed,weekly_3,False,strategy
aboutme_card_open,1710913539206000,a76c541a-f967-451d-8fad-0712b6456b2b,a76c541a-f967-451d-8fad-0712b6456b2b_1710913398086,/,subscribed,yearly_t_2,False,profile
aboutme_card_open,1710913578593000,a76c541a-f967-451d-8fad-0712b6456b2b,a76c541a-f967-451d-8fad-0712b6456b2b_1710913398086,/,subscribed,yearly_t_2,False,authority
aboutme_card_open,1710913608241000,a76c541a-f967-451d-8fad-0712b6456b2b,a76c541a-f967-451d-8fad-0712b6456b2b_1710913398086,/,subscribed,yearly_t_2,False,strategy
aboutme_card_open,1710916045236000,0a0c5d31-608c-45fd-9efa-c8e8dca1afba,0a0c5d31-608c-45fd-9efa-c8e8dca1afba_1710915902325,/,subscribed,weekly_1299_intro_promo_discount,False,type
aboutme_card_open,1710916076323000,0a0c5d31-608c-45fd-9efa-c8e8dca1afba,0a0c5d31-608c-45fd-9efa-c8e8dca1afba_1710915902325,/,subscribed,weekly_1299_intro_promo_discount,False,strategy
aboutme_card_open,1710916156304000,0a0c5d31-608c-45fd-9efa-c8e8dca1afba,0a0c5d31-608c-45fd-9efa-c8e8dca1afba_1710915902325,/,subscribed,weekly_1299_intro_promo_discount,False,authority
aboutme_card_open,1710916222011000,0a0c5d31-608c-45fd-9efa-c8e8dca1afba,0a0c5d31-608c-45fd-9efa-c8e8dca1afba_1710915902325,/,subscribed,weekly_1299_intro_promo_discount,False,strategy
aboutme_card_open,1710924149325000,de9aac96-7e17-4168-9fac-0d8047867b1e,de9aac96-7e17-4168-9fac-0d8047867b1e_1710923051281,/,subscribed,yearly_t_2,False,type
aboutme_card_open,1710924337406000,2dc59de3-c0b0-4636-8ba0-61c4c2cdbb2f,2dc59de3-c0b0-4636-8ba0-61c4c2cdbb2f_1710923311844,/,subscribed,yearly_t_2,False,authority
aboutme_card_open,1710924472912000,2dc59de3-c0b0-4636-8ba0-61c4c2cdbb2f,2dc59de3-c0b0-4636-8ba0-61c4c2cdbb2f_1710923311844,/,subscribed,yearly_t_2,False,authority
aboutme_card_open,1710924516004000,2dc59de3-c0b0-4636-8ba0-61c4c2cdbb2f,2dc59de3-c0b0-4636-8ba0-61c4c2cdbb2f_1710923311844,/,subscribed,yearly_t_2,False,strategy
aboutme_card_open,1710923811982000,a6049fda-8e0c-4883-bb13-33090c66a6a3,a6049fda-8e0c-4883-bb13-33090c66a6a3_1710922884177,/,subscribed,yearly_t_2,False,type
aboutme_card_open,1710923856083000,a6049fda-8e0c-4883-bb13-33090c66a6a3,a6049fda-8e0c-4883-bb13-33090c66a6a3_1710922884177,/,subscribed,yearly_t_2,False,profile
