event_name,event_timestamp,user_pseudo_id,unique_session_id,data.path,user_properties.subscription_state,user_properties.subscription_product,user_properties.app_language,user_properties.feature_new_onboarding,user_properties.ab_tooltips_enabled,event_properties.type,event_properties.channel_title,event_properties.channel_id
compatibility_channel_click,1710894118321000,c9c609e6-a10d-4dd3-99a3-cc94f756948d,c9c609e6-a10d-4dd3-99a3-cc94f756948d_1710893570610,/,subscribed,yearly_v4_introdiscount,en,True,False,channels,The Channel of Recognition,29.0
compatibility_channel_click,1710897342437000,aeb1e736-6150-4418-8721-3f1dcd447144,aeb1e736-6150-4418-8721-3f1dcd447144_1710897279387,/,subscribed,yearly_t_2,en,False,False,channels,The Channel of Preservation,26.0
compatibility_channel_click,1710897349597000,aeb1e736-6150-4418-8721-3f1dcd447144,aeb1e736-6150-4418-8721-3f1dcd447144_1710897279387,/,subscribed,yearly_t_2,en,False,False,channels,The Channel of Transformation,30.0
compatibility_channel_click,1710897370172000,aeb1e736-6150-4418-8721-3f1dcd447144,aeb1e736-6150-4418-8721-3f1dcd447144_1710897279387,/,subscribed,yearly_t_2,en,False,False,channels,The Channel of Power,31.0
compatibility_channel_click,1710897384613000,aeb1e736-6150-4418-8721-3f1dcd447144,aeb1e736-6150-4418-8721-3f1dcd447144_1710897279387,/,subscribed,yearly_t_2,en,False,False,channels,The Channel of Logic,4.0
compatibility_channel_click,1710897406700000,aeb1e736-6150-4418-8721-3f1dcd447144,aeb1e736-6150-4418-8721-3f1dcd447144_1710897279387,/,subscribed,yearly_t_2,en,False,False,channels,The Channel of Initiation,24.0
compatibility_channel_click,1710897418010000,aeb1e736-6150-4418-8721-3f1dcd447144,aeb1e736-6150-4418-8721-3f1dcd447144_1710897279387,/,subscribed,yearly_t_2,en,False,False,channels,The Channel of Transformation,30.0
compatibility_channel_click,1710897425754000,aeb1e736-6150-4418-8721-3f1dcd447144,aeb1e736-6150-4418-8721-3f1dcd447144_1710897279387,/,subscribed,yearly_t_2,en,False,False,channels,The Channel of Preservation,26.0
compatibility_channel_click,1710897431816000,aeb1e736-6150-4418-8721-3f1dcd447144,aeb1e736-6150-4418-8721-3f1dcd447144_1710897279387,/,subscribed,yearly_t_2,en,False,False,channels,The Channel of Structuring,22.0
compatibility_channel_click,1710938531256000,d4f3a9fe-5309-41f5-b855-1d8a8102419c,d4f3a9fe-5309-41f5-b855-1d8a8102419c_1710938491936,/,subscribed,6month_1_1999,en,False,False,channels,The Channel of Intimacy (Mating),6.0
compatibility_channel_click,1710937189649000,5a8ee028-07a8-47d0-a875-fc08e07f45b9,5a8ee028-07a8-47d0-a875-fc08e07f45b9_1710936446440,/,subscribed,weekly_3,en,False,False,channels,The Channel of Intimacy (Mating),6.0
compatibility_channel_click,1710937212829000,5a8ee028-07a8-47d0-a875-fc08e07f45b9,5a8ee028-07a8-47d0-a875-fc08e07f45b9_1710936446440,/,subscribed,weekly_3,en,False,False,channels,The Channel of Materialism,21.0
compatibility_channel_click,1710937233739000,5a8ee028-07a8-47d0-a875-fc08e07f45b9,5a8ee028-07a8-47d0-a875-fc08e07f45b9_1710936446440,/,subscribed,weekly_3,en,False,False,channels,The Channel of Charisma,19.0
compatibility_channel_click,1710937257718000,5a8ee028-07a8-47d0-a875-fc08e07f45b9,5a8ee028-07a8-47d0-a875-fc08e07f45b9_1710936446440,/,subscribed,weekly_3,en,False,False,channels,The Channel of Initiation,24.0
compatibility_channel_click,1710937271642000,5a8ee028-07a8-47d0-a875-fc08e07f45b9,5a8ee028-07a8-47d0-a875-fc08e07f45b9_1710936446440,/,subscribed,weekly_3,en,False,False,channels,The Channel of Mutation,3.0
compatibility_channel_click,1710937293462000,5a8ee028-07a8-47d0-a875-fc08e07f45b9,5a8ee028-07a8-47d0-a875-fc08e07f45b9_1710936446440,/,subscribed,weekly_3,en,False,False,channels,The Channel of Synthesis,18.0
compatibility_channel_click,1710937303504000,5a8ee028-07a8-47d0-a875-fc08e07f45b9,5a8ee028-07a8-47d0-a875-fc08e07f45b9_1710936446440,/,subscribed,weekly_3,en,False,False,channels,The Channel of Recognition,29.0
compatibility_channel_click,1710938415590000,66ca8776-b60f-4a69-a636-28f0d7acbb6a,66ca8776-b60f-4a69-a636-28f0d7acbb6a_1710936955191,/,subscribed,yearly_t_2,en,False,False,channels,The Channel of Logic,4.0
compatibility_channel_click,1710938596998000,66ca8776-b60f-4a69-a636-28f0d7acbb6a,66ca8776-b60f-4a69-a636-28f0d7acbb6a_1710936955191,/,subscribed,yearly_t_2,en,False,False,channels,The Channel of Acceptance,16.0
compatibility_channel_click,1710938705443000,66ca8776-b60f-4a69-a636-28f0d7acbb6a,66ca8776-b60f-4a69-a636-28f0d7acbb6a_1710936955191,/,subscribed,yearly_t_2,en,False,False,channels,The Channel of Materialism,21.0
compatibility_channel_click,1710938751436000,66ca8776-b60f-4a69-a636-28f0d7acbb6a,66ca8776-b60f-4a69-a636-28f0d7acbb6a_1710936955191,/,subscribed,yearly_t_2,en,False,False,channels,The Channel of Materialism,21.0
compatibility_channel_click,1710938896022000,66ca8776-b60f-4a69-a636-28f0d7acbb6a,66ca8776-b60f-4a69-a636-28f0d7acbb6a_1710936955191,/,subscribed,yearly_t_2,en,False,False,channels,The Channel of Surrender,25.0
compatibility_channel_click,1710938919375000,66ca8776-b60f-4a69-a636-28f0d7acbb6a,66ca8776-b60f-4a69-a636-28f0d7acbb6a_1710936955191,/,subscribed,yearly_t_2,en,False,False,channels,The Channel of Synthesis,18.0
compatibility_channel_click,1710938951349000,66ca8776-b60f-4a69-a636-28f0d7acbb6a,66ca8776-b60f-4a69-a636-28f0d7acbb6a_1710936955191,/,subscribed,yearly_t_2,en,False,False,channels,The Channel of Awareness,23.0
compatibility_channel_click,1710938975435000,66ca8776-b60f-4a69-a636-28f0d7acbb6a,66ca8776-b60f-4a69-a636-28f0d7acbb6a_1710936955191,/,subscribed,yearly_t_2,en,False,False,channels,The Channel of Community,33.0
compatibility_channel_click,1710939058935000,66ca8776-b60f-4a69-a636-28f0d7acbb6a,66ca8776-b60f-4a69-a636-28f0d7acbb6a_1710936955191,/,subscribed,yearly_t_2,en,False,False,channels,The Channel of Logic,4.0
compatibility_channel_click,1710939073092000,66ca8776-b60f-4a69-a636-28f0d7acbb6a,66ca8776-b60f-4a69-a636-28f0d7acbb6a_1710936955191,/,subscribed,yearly_t_2,en,False,False,channels,The Channel of Maturation,35.0
compatibility_channel_click,1710939087436000,66ca8776-b60f-4a69-a636-28f0d7acbb6a,66ca8776-b60f-4a69-a636-28f0d7acbb6a_1710936955191,/,subscribed,yearly_t_2,en,False,False,channels,The Channel of Community,33.0
compatibility_channel_click,1710942296714000,a962ae49-4e32-41fd-aa0c-d6221cfa6149,a962ae49-4e32-41fd-aa0c-d6221cfa6149_1710942081084,/,subscribed,Yearly_30_b_var3,en,True,False,channels,The Channel of Materialism,21.0
compatibility_channel_click,1710942332900000,a962ae49-4e32-41fd-aa0c-d6221cfa6149,a962ae49-4e32-41fd-aa0c-d6221cfa6149_1710942081084,/,subscribed,Yearly_30_b_var3,en,True,False,channels,The Channel of Talent,15.0
compatibility_channel_click,1710942372469000,a962ae49-4e32-41fd-aa0c-d6221cfa6149,a962ae49-4e32-41fd-aa0c-d6221cfa6149_1710942081084,/,subscribed,Yearly_30_b_var3,en,True,False,channels,The Channel of Curiosity,12.0
compatibility_channel_click,1710942636805000,a962ae49-4e32-41fd-aa0c-d6221cfa6149,a962ae49-4e32-41fd-aa0c-d6221cfa6149_1710942081084,/,subscribed,Yearly_30_b_var3,en,True,False,channels,The Channel of Mutation,3.0
compatibility_channel_click,1710939824577000,3688eaf1-9d32-47d0-a98c-b67ed4453fdd,3688eaf1-9d32-47d0-a98c-b67ed4453fdd_1710939811478,/,subscribed,yearly_t_2,en,False,False,channels,The Channel of Materialism,21.0
compatibility_channel_click,1710942956130000,b45ce4e3-048e-46ec-92d9-168bb239e29f,b45ce4e3-048e-46ec-92d9-168bb239e29f_1710941538694,/,subscribed,yearly_t_2,en,False,False,channels,The Channel of Intimacy (Mating),6.0
compatibility_channel_click,1710942970505000,b45ce4e3-048e-46ec-92d9-168bb239e29f,b45ce4e3-048e-46ec-92d9-168bb239e29f_1710941538694,/,subscribed,yearly_t_2,en,False,False,channels,The Channel of Intimacy (Mating),6.0
compatibility_channel_click,1710942986415000,b45ce4e3-048e-46ec-92d9-168bb239e29f,b45ce4e3-048e-46ec-92d9-168bb239e29f_1710941538694,/,subscribed,yearly_t_2,en,False,False,channels,The Channel of Logic,4.0
compatibility_channel_click,1710943088451000,b45ce4e3-048e-46ec-92d9-168bb239e29f,b45ce4e3-048e-46ec-92d9-168bb239e29f_1710941538694,/,subscribed,yearly_t_2,en,False,False,channels,The Channel of Curiosity,12.0
compatibility_channel_click,1710941780614000,0237bc6a-6200-4bcd-99a7-2f706f258e2d,0237bc6a-6200-4bcd-99a7-2f706f258e2d_1710941338299,/,subscribed,yearly_t_2,en,False,False,channels,The Channel of Curiosity,12.0
compatibility_channel_click,1710943046184000,f3f75a05-e7d7-4dee-844c-fdba6e4f4db5,f3f75a05-e7d7-4dee-844c-fdba6e4f4db5_1710942669644,/,subscribed,weekly_3,en,False,False,channels,The Channel of Acceptance,16.0
compatibility_channel_click,1710943084764000,f3f75a05-e7d7-4dee-844c-fdba6e4f4db5,f3f75a05-e7d7-4dee-844c-fdba6e4f4db5_1710942669644,/,subscribed,weekly_3,en,False,False,channels,The Channel of Curiosity,12.0
compatibility_channel_click,1710943110670000,f3f75a05-e7d7-4dee-844c-fdba6e4f4db5,f3f75a05-e7d7-4dee-844c-fdba6e4f4db5_1710942669644,/,subscribed,weekly_3,en,False,False,channels,The Channel of Struggle,27.0
compatibility_channel_click,1710943127670000,f3f75a05-e7d7-4dee-844c-fdba6e4f4db5,f3f75a05-e7d7-4dee-844c-fdba6e4f4db5_1710942669644,/,subscribed,weekly_3,en,False,False,channels,The Channel of Charisma,19.0
compatibility_channel_click,1710943147657000,f3f75a05-e7d7-4dee-844c-fdba6e4f4db5,f3f75a05-e7d7-4dee-844c-fdba6e4f4db5_1710942669644,/,subscribed,weekly_3,en,False,False,channels,The Channel of Mutation,3.0
compatibility_channel_click,1710943156043000,f3f75a05-e7d7-4dee-844c-fdba6e4f4db5,f3f75a05-e7d7-4dee-844c-fdba6e4f4db5_1710942669644,/,subscribed,weekly_3,en,False,False,channels,The Channel of Awareness,23.0
compatibility_channel_click,1710943160288000,f3f75a05-e7d7-4dee-844c-fdba6e4f4db5,f3f75a05-e7d7-4dee-844c-fdba6e4f4db5_1710942669644,/,subscribed,weekly_3,en,False,False,channels,The Channel of Openness,13.0
compatibility_channel_click,1710943171294000,f3f75a05-e7d7-4dee-844c-fdba6e4f4db5,f3f75a05-e7d7-4dee-844c-fdba6e4f4db5_1710942669644,/,subscribed,weekly_3,en,False,False,channels,The Channel of Openness,13.0
compatibility_channel_click,1710943181492000,f3f75a05-e7d7-4dee-844c-fdba6e4f4db5,f3f75a05-e7d7-4dee-844c-fdba6e4f4db5_1710942669644,/,subscribed,weekly_3,en,False,False,channels,The Channel of Recognition,29.0
compatibility_channel_click,1710943225403000,b45ce4e3-048e-46ec-92d9-168bb239e29f,b45ce4e3-048e-46ec-92d9-168bb239e29f_1710941538694,/,subscribed,yearly_t_2,en,False,False,channels,The Channel of Materialism,21.0
compatibility_channel_click,1710946116171000,ebb2d49b-6956-4130-900e-81a15789c31e,ebb2d49b-6956-4130-900e-81a15789c31e_1710944217174,/,subscribed,yearly_t_2,en,False,False,channels,The Channel of Intimacy (Mating),6.0
compatibility_channel_click,1710946181393000,ebb2d49b-6956-4130-900e-81a15789c31e,ebb2d49b-6956-4130-900e-81a15789c31e_1710944217174,/,subscribed,yearly_t_2,en,False,False,channels,The Channel of Acceptance,16.0
compatibility_channel_click,1710946238176000,ebb2d49b-6956-4130-900e-81a15789c31e,ebb2d49b-6956-4130-900e-81a15789c31e_1710944217174,/,subscribed,yearly_t_2,en,False,False,channels,The Channel of Surrender,25.0
compatibility_channel_click,1710946292056000,ebb2d49b-6956-4130-900e-81a15789c31e,ebb2d49b-6956-4130-900e-81a15789c31e_1710944217174,/,subscribed,yearly_t_2,en,False,False,channels,The Channel of Struggle,27.0
compatibility_channel_click,1710946343956000,ebb2d49b-6956-4130-900e-81a15789c31e,ebb2d49b-6956-4130-900e-81a15789c31e_1710944217174,/,subscribed,yearly_t_2,en,False,False,channels,The Channel of Judgement,17.0
compatibility_channel_click,1710946380105000,ebb2d49b-6956-4130-900e-81a15789c31e,ebb2d49b-6956-4130-900e-81a15789c31e_1710944217174,/,subscribed,yearly_t_2,en,False,False,channels,The Channel of Preservation,26.0
compatibility_channel_click,1710947416340000,f4e660a3-d6a0-45af-b2a8-83192af7e5ad,f4e660a3-d6a0-45af-b2a8-83192af7e5ad_1710947397852,/,subscribed,yearly_t_2,en,False,False,channels,The Channel of Logic,4.0
compatibility_channel_click,1710947424481000,f4e660a3-d6a0-45af-b2a8-83192af7e5ad,f4e660a3-d6a0-45af-b2a8-83192af7e5ad_1710947397852,/,subscribed,yearly_t_2,en,False,False,channels,The Channel of Surrender,25.0
compatibility_channel_click,1710947534934000,f4e660a3-d6a0-45af-b2a8-83192af7e5ad,f4e660a3-d6a0-45af-b2a8-83192af7e5ad_1710947397852,/,subscribed,yearly_t_2,en,False,False,channels,The Channel of Struggle,27.0
compatibility_channel_click,1710947588009000,f4e660a3-d6a0-45af-b2a8-83192af7e5ad,f4e660a3-d6a0-45af-b2a8-83192af7e5ad_1710947397852,/,subscribed,yearly_t_2,en,False,False,channels,The Channel of Surrender,25.0
compatibility_channel_click,1710947590622000,f4e660a3-d6a0-45af-b2a8-83192af7e5ad,f4e660a3-d6a0-45af-b2a8-83192af7e5ad_1710947397852,/,subscribed,yearly_t_2,en,False,False,channels,The Channel of Rhythm,5.0
compatibility_channel_click,1710947645228000,f4e660a3-d6a0-45af-b2a8-83192af7e5ad,f4e660a3-d6a0-45af-b2a8-83192af7e5ad_1710947397852,/,subscribed,yearly_t_2,en,False,False,channels,The Channel of Rhythm,5.0
compatibility_channel_click,1710947649979000,f4e660a3-d6a0-45af-b2a8-83192af7e5ad,f4e660a3-d6a0-45af-b2a8-83192af7e5ad_1710947397852,/,subscribed,yearly_t_2,en,False,False,channels,The Channel of Transitoriness,32.0
compatibility_channel_click,1710953074195000,455c6cad-2d76-492f-b055-aca499189b80,455c6cad-2d76-492f-b055-aca499189b80_1710952710580,/,subscribed,yearly_t_2,en,True,False,channels,The Channel of Struggle,27.0
compatibility_channel_click,1710953101492000,455c6cad-2d76-492f-b055-aca499189b80,455c6cad-2d76-492f-b055-aca499189b80_1710952710580,/,subscribed,yearly_t_2,en,True,False,channels,The Channel of the Beat (Heartbeat),2.0
compatibility_channel_click,1710953116310000,455c6cad-2d76-492f-b055-aca499189b80,455c6cad-2d76-492f-b055-aca499189b80_1710952710580,/,subscribed,yearly_t_2,en,True,False,channels,The Channel of Transformation,30.0
compatibility_channel_click,1710955629771000,17aa38d2-724a-434f-8000-b86ebd4a7fe1,17aa38d2-724a-434f-8000-b86ebd4a7fe1_1710955335512,/,subscribed,6month_1_1999,ru,False,False,channels,Канал Близости (Спаривания),6.0
compatibility_channel_click,1710955659352000,17aa38d2-724a-434f-8000-b86ebd4a7fe1,17aa38d2-724a-434f-8000-b86ebd4a7fe1_1710955335512,/,subscribed,6month_1_1999,ru,False,False,channels,Канал Открытия,28.0
compatibility_channel_click,1710955666126000,17aa38d2-724a-434f-8000-b86ebd4a7fe1,17aa38d2-724a-434f-8000-b86ebd4a7fe1_1710955335512,/,subscribed,6month_1_1999,ru,False,False,channels,Канал Мутации,3.0
compatibility_channel_click,1710955670608000,17aa38d2-724a-434f-8000-b86ebd4a7fe1,17aa38d2-724a-434f-8000-b86ebd4a7fe1_1710955335512,/,subscribed,6month_1_1999,ru,False,False,channels,Канал Открытия,28.0
compatibility_channel_click,1710955675480000,17aa38d2-724a-434f-8000-b86ebd4a7fe1,17aa38d2-724a-434f-8000-b86ebd4a7fe1_1710955335512,/,subscribed,6month_1_1999,ru,False,False,channels,Канал Мутации,3.0
compatibility_channel_click,1710955679600000,17aa38d2-724a-434f-8000-b86ebd4a7fe1,17aa38d2-724a-434f-8000-b86ebd4a7fe1_1710955335512,/,subscribed,6month_1_1999,ru,False,False,channels,Канал Осознанности,23.0
compatibility_channel_click,1710955685189000,17aa38d2-724a-434f-8000-b86ebd4a7fe1,17aa38d2-724a-434f-8000-b86ebd4a7fe1_1710955335512,/,subscribed,6month_1_1999,ru,False,False,channels,Канал Осознанности,23.0
compatibility_channel_click,1710955689677000,17aa38d2-724a-434f-8000-b86ebd4a7fe1,17aa38d2-724a-434f-8000-b86ebd4a7fe1_1710955335512,/,subscribed,6month_1_1999,ru,False,False,channels,Канал Открытости (Откровенности),13.0
compatibility_channel_click,1710955695099000,17aa38d2-724a-434f-8000-b86ebd4a7fe1,17aa38d2-724a-434f-8000-b86ebd4a7fe1_1710955335512,/,subscribed,6month_1_1999,ru,False,False,channels,Канал Признания,29.0
compatibility_channel_click,1710955700623000,17aa38d2-724a-434f-8000-b86ebd4a7fe1,17aa38d2-724a-434f-8000-b86ebd4a7fe1_1710955335512,/,subscribed,6month_1_1999,ru,False,False,channels,Канал Созревания,35.0
compatibility_channel_click,1710955705378000,17aa38d2-724a-434f-8000-b86ebd4a7fe1,17aa38d2-724a-434f-8000-b86ebd4a7fe1_1710955335512,/,subscribed,6month_1_1999,ru,False,False,channels,Канал Суждения,17.0
compatibility_channel_click,1710956835588000,e3d05cd6-17d0-46b4-a0fb-c2e600ea1596,e3d05cd6-17d0-46b4-a0fb-c2e600ea1596_1710956311715,/,subscribed,weekly_3,en,False,False,channels,The Channel of Acceptance,16.0
compatibility_channel_click,1710956869622000,e3d05cd6-17d0-46b4-a0fb-c2e600ea1596,e3d05cd6-17d0-46b4-a0fb-c2e600ea1596_1710956311715,/,subscribed,weekly_3,en,False,False,channels,The Channel of Materialism,21.0
compatibility_channel_click,1710956874673000,e3d05cd6-17d0-46b4-a0fb-c2e600ea1596,e3d05cd6-17d0-46b4-a0fb-c2e600ea1596_1710956311715,/,subscribed,weekly_3,en,False,False,channels,The Channel of Charisma,19.0
compatibility_channel_click,1710958776168000,a962ae49-4e32-41fd-aa0c-d6221cfa6149,a962ae49-4e32-41fd-aa0c-d6221cfa6149_1710958577455,/,subscribed,Yearly_30_b_var3,en,True,False,channels,The Channel of Logic,4.0
compatibility_channel_click,1710958805311000,a962ae49-4e32-41fd-aa0c-d6221cfa6149,a962ae49-4e32-41fd-aa0c-d6221cfa6149_1710958577455,/,subscribed,Yearly_30_b_var3,en,True,False,channels,The Channel of the Alpha,7.0
compatibility_channel_click,1710958820880000,a962ae49-4e32-41fd-aa0c-d6221cfa6149,a962ae49-4e32-41fd-aa0c-d6221cfa6149_1710958577455,/,subscribed,Yearly_30_b_var3,en,True,False,channels,The Channel of Emotion,34.0
compatibility_channel_click,1710959889663000,a962ae49-4e32-41fd-aa0c-d6221cfa6149,a962ae49-4e32-41fd-aa0c-d6221cfa6149_1710958577455,/,subscribed,Yearly_30_b_var3,en,True,False,channels,The Channel of Logic,4.0
compatibility_channel_click,1710959904057000,a962ae49-4e32-41fd-aa0c-d6221cfa6149,a962ae49-4e32-41fd-aa0c-d6221cfa6149_1710958577455,/,subscribed,Yearly_30_b_var3,en,True,False,channels,The Channel of Intimacy (Mating),6.0
compatibility_channel_click,1710959927856000,a962ae49-4e32-41fd-aa0c-d6221cfa6149,a962ae49-4e32-41fd-aa0c-d6221cfa6149_1710958577455,/,subscribed,Yearly_30_b_var3,en,True,False,channels,The Channel of the Alpha,7.0
compatibility_channel_click,1710959937772000,a962ae49-4e32-41fd-aa0c-d6221cfa6149,a962ae49-4e32-41fd-aa0c-d6221cfa6149_1710958577455,/,subscribed,Yearly_30_b_var3,en,True,False,channels,The Channel of Logic,4.0
compatibility_channel_click,1710959943237000,a962ae49-4e32-41fd-aa0c-d6221cfa6149,a962ae49-4e32-41fd-aa0c-d6221cfa6149_1710958577455,/,subscribed,Yearly_30_b_var3,en,True,False,channels,The Channel of Awareness,23.0
