event_name,event_timestamp,user_pseudo_id,unique_session_id,data.path,user_properties.subscription_state,user_properties.subscription_product,user_properties.ab_tooltips_enabled
library_open,1710890234519000,c9f3b2d3-4580-4cad-a68a-6f6c5225791d,c9f3b2d3-4580-4cad-a68a-6f6c5225791d_1710889970171,/,auto_renew_off,yearly_t_2,False
library_open,1710894275798000,c9c609e6-a10d-4dd3-99a3-cc94f756948d,c9c609e6-a10d-4dd3-99a3-cc94f756948d_1710893570610,/,subscribed,yearly_v4_introdiscount,False
library_open,1710895125635000,769fdfbe-e074-4596-bdd5-463dfaa155b3,769fdfbe-e074-4596-bdd5-463dfaa155b3_1710895117712,/,auto_renew_off,yearly_t_2,False
library_open,1710892925358000,4bc6e579-cbcf-4eeb-9acf-871de6a9589f,4bc6e579-cbcf-4eeb-9acf-871de6a9589f_1710892813626,/,subscribed,yearly_t_2,False
library_open,1710895915226000,a98684e1-6ff5-452f-bd2b-42c31fc125ca,a98684e1-6ff5-452f-bd2b-42c31fc125ca_1710895583684,/,subscribed,weekly_1299_intro_promo_discount,False
library_open,1710899504457000,9f2c0985-53d9-40c7-bfcf-a04c170738d3,9f2c0985-53d9-40c7-bfcf-a04c170738d3_1710899497779,/,subscribed,yearly_t_2,False
library_open,1710931342839000,daef8c28-7eca-459e-a4e8-30824742d67d,daef8c28-7eca-459e-a4e8-30824742d67d_1710931338827,/,subscribed,yearly_t_2,False
library_open,1710931711976000,8d92589e-610e-4e80-a017-6a8d74f4d7e9,8d92589e-610e-4e80-a017-6a8d74f4d7e9_1710931705184,/,subscribed,yearly_t_2,False
library_open,1710931156457000,5ebdbc5d-829f-439f-a6b4-6a6d2fe43e61,5ebdbc5d-829f-439f-a6b4-6a6d2fe43e61_1710931152389,/,subscribed,yearly_t_2,False
library_open,1710939309059000,4f6456bd-8a51-4539-b166-b6faba46539b,4f6456bd-8a51-4539-b166-b6faba46539b_1710939304812,/,subscribed,yearly_t_2,False
library_open,1710938620678000,d4f3a9fe-5309-41f5-b855-1d8a8102419c,d4f3a9fe-5309-41f5-b855-1d8a8102419c_1710938491936,/,subscribed,6month_1_1999,False
library_open,1710936843749000,a26cefc9-13c6-44e5-b436-dc3a40844eb0,a26cefc9-13c6-44e5-b436-dc3a40844eb0_1710936351431,/,subscribed,weekly_1299_intro_promo_discount,False
library_open,1710936737618000,5a8ee028-07a8-47d0-a875-fc08e07f45b9,5a8ee028-07a8-47d0-a875-fc08e07f45b9_1710936446440,/,subscribed,weekly_3,False
library_open,1710939155754000,66ca8776-b60f-4a69-a636-28f0d7acbb6a,66ca8776-b60f-4a69-a636-28f0d7acbb6a_1710936955191,/,subscribed,yearly_t_2,False
library_open,1710940407180000,351d83b6-da82-4fea-91b1-adf1bf913f65,351d83b6-da82-4fea-91b1-adf1bf913f65_1710940311556,/,subscribed,yearly_t_2,False
library_open,1710939924103000,3688eaf1-9d32-47d0-a98c-b67ed4453fdd,3688eaf1-9d32-47d0-a98c-b67ed4453fdd_1710939811478,/,subscribed,yearly_t_2,False
library_open,1710940087242000,bde11df2-5a64-4a4c-b1ea-5b6b6baa4989,bde11df2-5a64-4a4c-b1ea-5b6b6baa4989_1710939902822,/,subscribed,weekly_3,False
library_open,1710945383030000,3d7ea2a6-0baa-49b7-b1f1-4f44d5531fc5,3d7ea2a6-0baa-49b7-b1f1-4f44d5531fc5_1710945118201,/,subscribed,yearly_t_2,False
library_open,1710943329001000,b45ce4e3-048e-46ec-92d9-168bb239e29f,b45ce4e3-048e-46ec-92d9-168bb239e29f_1710941538694,/,subscribed,yearly_t_2,False
library_open,1710945510261000,e4d967f7-a907-4b27-896f-606de88180aa,e4d967f7-a907-4b27-896f-606de88180aa_1710945391253,/,subscribed,yearly_t_2,False
library_open,1710943228395000,f3f75a05-e7d7-4dee-844c-fdba6e4f4db5,f3f75a05-e7d7-4dee-844c-fdba6e4f4db5_1710942669644,/,subscribed,weekly_3,False
library_open,1710947356280000,33d074e7-e7f3-4ca9-a0ba-88333df232ae,33d074e7-e7f3-4ca9-a0ba-88333df232ae_1710947341227,/,subscribed,yearly_t_2,False
library_open,1710952871154000,455c6cad-2d76-492f-b055-aca499189b80,455c6cad-2d76-492f-b055-aca499189b80_1710952710580,/,subscribed,yearly_t_2,False
library_open,1710950479815000,29a8f462-a088-4424-9a70-1f623e23b332,29a8f462-a088-4424-9a70-1f623e23b332_1710950408044,/,subscribed,yearly_t_2,False
library_open,1710950635899000,ae301e01-5b1c-45e8-9743-6687a0ba3c5b,ae301e01-5b1c-45e8-9743-6687a0ba3c5b_1710950590113,/,subscribed,weekly_3,False
library_open,1710950553966000,a8742e46-674e-4e48-9c55-a30d6c80c9f8,a8742e46-674e-4e48-9c55-a30d6c80c9f8_1710950529740,/,subscribed,yearly_t_2,False
library_open,1710955210621000,5470ff78-71c4-43e4-8093-382aa08eab2b,5470ff78-71c4-43e4-8093-382aa08eab2b_1710955104202,/,subscribed,yearly_t_2,False
library_open,1710867825724000,153d258a-3a89-4266-b829-cbbe65ba4518,153d258a-3a89-4266-b829-cbbe65ba4518_1710867820447,/,subscribed,6month_1_1999,False
library_open,1710954069383000,7868e5fe-2cc3-4264-9966-00f9a6952005,7868e5fe-2cc3-4264-9966-00f9a6952005_1710954062893,/,subscribed,yearly_t_2,False
library_open,1710954172561000,77b5ce9f-ba22-4f38-a5de-8c18f5c31e4d,77b5ce9f-ba22-4f38-a5de-8c18f5c31e4d_1710954036716,/,subscribed,6month_1_1999,False
library_open,1710954364676000,9463ea66-a85a-48d4-b0ee-f5645a24f913,9463ea66-a85a-48d4-b0ee-f5645a24f913_1710954358364,/,subscribed,yearly_t_2,False
library_open,1710954652131000,70facd3e-c6b7-4678-97e8-c449d1c970ce,70facd3e-c6b7-4678-97e8-c449d1c970ce_1710954444106,/,subscribed,yearly_t_2,False
library_open,1710956932638000,e3d05cd6-17d0-46b4-a0fb-c2e600ea1596,e3d05cd6-17d0-46b4-a0fb-c2e600ea1596_1710956311715,/,subscribed,weekly_3,False
library_open,1710959410722000,5c90c1b6-4b3d-4740-b3e2-f19d0b2d8114,5c90c1b6-4b3d-4740-b3e2-f19d0b2d8114_1710959110567,/,subscribed,yearly_t_2,False
library_open,1710959972798000,545b4924-81c5-4ea4-be94-ac41790c6707,545b4924-81c5-4ea4-be94-ac41790c6707_1710959885219,/,subscribed,yearly_t_2,False
library_open,1710960102300000,545b4924-81c5-4ea4-be94-ac41790c6707,545b4924-81c5-4ea4-be94-ac41790c6707_1710959885219,/,subscribed,yearly_t_2,False
library_open,1710959182827000,049473c6-f18f-4e61-a85d-30009472ba20,049473c6-f18f-4e61-a85d-30009472ba20_1710959160829,/,subscribed,yearly_t_2,False
library_open,1710957892493000,78fbfbba-4b08-497f-a3fd-a66e79097c05,78fbfbba-4b08-497f-a3fd-a66e79097c05_1710957422527,/,auto_renew_off,weekly_1299_intro_promo_discount,False
library_open,1710960680323000,358d98b2-a21b-48d6-b185-e7cb0ac47381,358d98b2-a21b-48d6-b185-e7cb0ac47381_1710960570587,/,subscribed,6month_1_1999,False
library_open,1710963689756000,d429f7aa-1bdf-4318-a70c-8a6850394f7c,d429f7aa-1bdf-4318-a70c-8a6850394f7c_1710963236740,/,subscribed,yearly_t_2,False
library_open,1710963368555000,66b3ceab-543e-4864-9072-10bfceb2d3ef,66b3ceab-543e-4864-9072-10bfceb2d3ef_1710963357416,/,subscribed,yearly_t_2,False
library_open,1710963400894000,d67c949b-e509-4865-bcfd-819353eb1cae,d67c949b-e509-4865-bcfd-819353eb1cae_1710963391400,/,subscribed,yearly_t_2,False
library_open,1710964087616000,ee604c90-e700-460a-889f-854a10964d91,ee604c90-e700-460a-889f-854a10964d91_1710964083204,/,subscribed,yearly_t_2,False
library_open,1710962718685000,e3d05cd6-17d0-46b4-a0fb-c2e600ea1596,e3d05cd6-17d0-46b4-a0fb-c2e600ea1596_1710962657140,/,subscribed,weekly_3,False
library_open,1710901287099000,a0bbce3c-765d-47f6-9f1b-123b9f28e7c9,a0bbce3c-765d-47f6-9f1b-123b9f28e7c9_1710901280501,/,subscribed,yearly_t_2,False
library_open,1710901666221000,cfdf94d2-9bbe-4cfd-b9e2-c8dde91c065f,cfdf94d2-9bbe-4cfd-b9e2-c8dde91c065f_1710900961405,/,subscribed,yearly_t_2,False
library_open,1710901296761000,d4f3a9fe-5309-41f5-b855-1d8a8102419c,d4f3a9fe-5309-41f5-b855-1d8a8102419c_1710901274416,/,subscribed,6month_1_1999,False
library_open,1710903247810000,d2b54ad0-dda0-4fe2-aab9-4663f5e86b54,d2b54ad0-dda0-4fe2-aab9-4663f5e86b54_1710902938133,/,subscribed,weekly_3,False
library_open,1710964780946000,2b969b36-e4f8-4503-b70b-e99eaeed7cf4,2b969b36-e4f8-4503-b70b-e99eaeed7cf4_1710964121382,/,subscribed,weekly_1299_intro_promo_discount,False
library_open,1710966586523000,2b969b36-e4f8-4503-b70b-e99eaeed7cf4,2b969b36-e4f8-4503-b70b-e99eaeed7cf4_1710966422991,/,subscribed,weekly_1299_intro_promo_discount,False
library_open,1710964830388000,9aec46d5-540b-4fbe-bcfd-48991bbc919b,9aec46d5-540b-4fbe-bcfd-48991bbc919b_1710964811706,/,subscribed,yearly_t_2,False
library_open,1710965050821000,5bf91be4-5042-4ffb-8155-6d6e91750769,5bf91be4-5042-4ffb-8155-6d6e91750769_1710965013978,/,subscribed,yearly_t_2,False
library_open,1710965340555000,0acf2fd2-0cff-4f6a-85ee-1f19824e91af,0acf2fd2-0cff-4f6a-85ee-1f19824e91af_1710965231052,/,subscribed,6month_1_1999,False
library_open,1710966658462000,ea05cd28-2199-4434-8d12-111e717bdd4e,ea05cd28-2199-4434-8d12-111e717bdd4e_1710965404973,/,subscribed,weekly_3,False
library_open,1710971649757000,a2a5d85f-2979-4bf1-b890-666ff5a89123,a2a5d85f-2979-4bf1-b890-666ff5a89123_1710971645978,/,subscribed,yearly_t_2,False
library_open,1710969229548000,1d7e3fd1-c516-4409-84ba-a8754e1eb95c,1d7e3fd1-c516-4409-84ba-a8754e1eb95c_1710969218051,/,subscribed,6month_1_1999,False
library_open,1710970289497000,f22dfd0d-5510-433f-972b-752d3ad147d5,f22dfd0d-5510-433f-972b-752d3ad147d5_1710970271107,/,subscribed,yearly_t_2,False
library_open,1710969825916000,ab2cbdeb-7a40-4fd4-a0d9-21b13c01011b,ab2cbdeb-7a40-4fd4-a0d9-21b13c01011b_1710969627784,/,subscribed,yearly_t_2,False
library_open,1710969391908000,00800c0d-8507-4972-850a-c34485d8187f,00800c0d-8507-4972-850a-c34485d8187f_1710969360349,/,subscribed,yearly_t_2,False
library_open,1710971668261000,ea494e5f-c230-4ff0-a871-a3358ce15f20,ea494e5f-c230-4ff0-a871-a3358ce15f20_1710969505916,/,subscribed,6month_1_1999,False
library_open,1710972082357000,088a3376-017b-4a81-a3a9-b8fb63629775,088a3376-017b-4a81-a3a9-b8fb63629775_1710972009207,/,subscribed,yearly_t_2,False
library_open,1710975460456000,62e7d782-4a9f-4dc0-bd59-cb797fedec7e,62e7d782-4a9f-4dc0-bd59-cb797fedec7e_1710975455807,/,subscribed,yearly_t_2,False
library_open,1710975038401000,4c85c5f0-2b15-483f-b927-f9fb6962bc91,4c85c5f0-2b15-483f-b927-f9fb6962bc91_1710975036024,/,subscribed,yearly_t_2,False
library_open,1710972518720000,76bf5647-6434-45f9-9b4a-7c1fc1acba50,76bf5647-6434-45f9-9b4a-7c1fc1acba50_1710972226300,/,subscribed,weekly_1299_intro_promo_discount,False
library_open,1710973338325000,76bf5647-6434-45f9-9b4a-7c1fc1acba50,76bf5647-6434-45f9-9b4a-7c1fc1acba50_1710972226300,/,subscribed,weekly_1299_intro_promo_discount,False
library_open,1710976065715000,db2e9515-1e72-4c80-ba86-8ba946438e2f,db2e9515-1e72-4c80-ba86-8ba946438e2f_1710973550537,/,subscribed,yearly_t_2,False
library_open,1710977835546000,5d3a1992-4990-46a6-b7d2-b3d06a79d190,5d3a1992-4990-46a6-b7d2-b3d06a79d190_1710976575071,/,subscribed,weekly_3,False
library_open,1710904892357000,313c8768-7f20-4ed8-8b0e-b366e1800044,313c8768-7f20-4ed8-8b0e-b366e1800044_1710904841178,/,subscribed,monthly_1_999_nt,False
library_open,1710909052790000,7a2e9d6e-a5b1-4a9f-a03d-06136fe6aee9,7a2e9d6e-a5b1-4a9f-a03d-06136fe6aee9_1710908967301,/,subscribed,6month_1_1999,False
library_open,1710913404323000,a76c541a-f967-451d-8fad-0712b6456b2b,a76c541a-f967-451d-8fad-0712b6456b2b_1710913398086,/,subscribed,yearly_t_2,False
library_open,1710915200796000,4586c4b3-92ad-4c39-9baa-6433cc805ec7,4586c4b3-92ad-4c39-9baa-6433cc805ec7_1710915114603,/,subscribed,2022_var0_year,False
library_open,1710914896696000,147d732a-eeab-416b-85b5-45b55ebab8b0,147d732a-eeab-416b-85b5-45b55ebab8b0_1710914541500,/,subscribed,yearly_t_2,False
library_open,1710915701163000,c1238419-f3d0-445f-a45f-be7fc7a36202,c1238419-f3d0-445f-a45f-be7fc7a36202_1710915671917,/,subscribed,yearly_t_2,False
library_open,1710916236169000,0a0c5d31-608c-45fd-9efa-c8e8dca1afba,0a0c5d31-608c-45fd-9efa-c8e8dca1afba_1710915902325,/,subscribed,weekly_1299_intro_promo_discount,False
library_open,1710915905945000,6f9b1ffc-af77-42ec-8dc8-cd0932969e32,6f9b1ffc-af77-42ec-8dc8-cd0932969e32_1710915450780,/,subscribed,weekly_3,False
library_open,1710916367865000,2dc59de3-c0b0-4636-8ba0-61c4c2cdbb2f,2dc59de3-c0b0-4636-8ba0-61c4c2cdbb2f_1710914562230,/,subscribed,yearly_t_2,False
library_open,1710920103922000,eacab673-4c24-4219-96ac-d9b9a9b49f72,eacab673-4c24-4219-96ac-d9b9a9b49f72_1710919975274,/,auto_renew_off,yearly_2_3299,False
library_open,1710918402318000,34622e44-b297-4871-9a53-e4bd7fee2348,34622e44-b297-4871-9a53-e4bd7fee2348_1710918393743,/,subscribed,yearly_t_2,False
library_open,1710921830357000,6b6eaed1-383e-4fa8-a14e-8ef9f7cb43b6,6b6eaed1-383e-4fa8-a14e-8ef9f7cb43b6_1710921812536,/,subscribed,Yearly_30_b_var3,False
library_open,1710922906006000,be1e8410-e9f2-4d31-bda5-d58753f892e4,be1e8410-e9f2-4d31-bda5-d58753f892e4_1710922423238,/,subscribed,monthly_t_2,False
library_open,1710925162096000,35b09107-4bc9-47b8-be9d-3acfadf549f2,35b09107-4bc9-47b8-be9d-3acfadf549f2_1710925117138,/,subscribed,yearly_t_2,False
library_open,1710922570426000,540a8a57-48ab-4b57-90eb-103da4d5ea5b,540a8a57-48ab-4b57-90eb-103da4d5ea5b_1710922479318,/,subscribed,yearly_t_2,False
library_open,1710922839448000,0546d5f4-088c-4d07-8104-0eb7e3fee0a6,0546d5f4-088c-4d07-8104-0eb7e3fee0a6_1710922777951,/,subscribed,yearly_t_2,False
library_open,1710922158739000,1b63ea8c-91b7-4149-9ee6-f85eff6c3168,1b63ea8c-91b7-4149-9ee6-f85eff6c3168_1710922147800,/,subscribed,yearly_t_2,False
library_open,1710923215951000,de9aac96-7e17-4168-9fac-0d8047867b1e,de9aac96-7e17-4168-9fac-0d8047867b1e_1710923051281,/,subscribed,yearly_t_2,False
library_open,1710927498766000,93862eae-9958-4a61-919d-e2918561cb32,93862eae-9958-4a61-919d-e2918561cb32_1710927386760,/,subscribed,yearly_t_2,False
