event_name,event_timestamp,user_pseudo_id,unique_session_id,data.path,user_properties.app_language,user_properties.feature_new_onboarding,user_properties.ab_tooltips_enabled,event_properties.variationId,event_properties.is_onboarding2,event_properties.placement,event_properties.currency,event_properties.productId,event_properties.price
paywall_purchase_button_click,1710894165878000,d5597eb2-25d4-4424-ae70-5a7deba4b201,d5597eb2-25d4-4424-ae70-5a7deba4b201_1710894047110,/,en,False,False,3ee6c874-e2a8-4c2e-a2ae-48ae41c975ba,False,onboarding-default,USD,yearly_t_2,34.99
paywall_purchase_button_click,1710898533454000,3db1b59d-2ff8-43c5-986e-e99dd2ac9dc4,3db1b59d-2ff8-43c5-986e-e99dd2ac9dc4_1710898389183,/,en,False,False,3ee6c874-e2a8-4c2e-a2ae-48ae41c975ba,False,onboarding-default,USD,yearly_t_2,34.99
paywall_purchase_button_click,1710899354983000,485f1ffd-084e-4814-a16b-50148a2e63ec,485f1ffd-084e-4814-a16b-50148a2e63ec_1710899189604,/,en,False,False,3ee6c874-e2a8-4c2e-a2ae-48ae41c975ba,False,onboarding-default,USD,yearly_t_2,34.99
paywall_purchase_button_click,1710899595675000,8bbc3b6f-347c-4cd4-92f7-134a7569c454,8bbc3b6f-347c-4cd4-92f7-134a7569c454_1710899343094,/,en,False,False,3ee6c874-e2a8-4c2e-a2ae-48ae41c975ba,False,onboarding-default,CAD,yearly_t_2,32.99
paywall_purchase_button_click,1710939538594000,a395c4e0-b082-4656-ab48-234e464d0dec,a395c4e0-b082-4656-ab48-234e464d0dec_1710939501166,/,en,False,False,3ee6c874-e2a8-4c2e-a2ae-48ae41c975ba,False,onboarding-default,ILS,weekly_3,34.9
paywall_purchase_button_click,1710936586500000,5a8ee028-07a8-47d0-a875-fc08e07f45b9,5a8ee028-07a8-47d0-a875-fc08e07f45b9_1710936446440,/,en,False,False,3ee6c874-e2a8-4c2e-a2ae-48ae41c975ba,False,onboarding-default,AUD,yearly_t_2,40.99
paywall_purchase_button_click,1710936593373000,5a8ee028-07a8-47d0-a875-fc08e07f45b9,5a8ee028-07a8-47d0-a875-fc08e07f45b9_1710936446440,/,en,False,False,3ee6c874-e2a8-4c2e-a2ae-48ae41c975ba,False,onboarding-default,AUD,weekly_3,14.99
paywall_purchase_button_click,1710937207917000,66ca8776-b60f-4a69-a636-28f0d7acbb6a,66ca8776-b60f-4a69-a636-28f0d7acbb6a_1710936955191,/,en,False,False,3ee6c874-e2a8-4c2e-a2ae-48ae41c975ba,False,onboarding-default,HKD,yearly_t_2,198.0
paywall_purchase_button_click,1710939632749000,a395c4e0-b082-4656-ab48-234e464d0dec,a395c4e0-b082-4656-ab48-234e464d0dec_1710939501166,/,en,False,False,3ee6c874-e2a8-4c2e-a2ae-48ae41c975ba,False,onboarding-default,ILS,weekly_3,34.9
paywall_purchase_button_click,1710941437137000,0237bc6a-6200-4bcd-99a7-2f706f258e2d,0237bc6a-6200-4bcd-99a7-2f706f258e2d_1710941338299,/,en,False,False,3ee6c874-e2a8-4c2e-a2ae-48ae41c975ba,False,onboarding-default,GBP,yearly_t_2,26.49
paywall_purchase_button_click,1710942286199000,c98329a1-7992-4017-acea-ec7e35ecab38,c98329a1-7992-4017-acea-ec7e35ecab38_1710942092685,/,en,False,False,3ee6c874-e2a8-4c2e-a2ae-48ae41c975ba,False,onboarding-default,USD,yearly_t_2,34.99
paywall_purchase_button_click,1710942764458000,f3f75a05-e7d7-4dee-844c-fdba6e4f4db5,f3f75a05-e7d7-4dee-844c-fdba6e4f4db5_1710942669644,/,en,False,False,3ee6c874-e2a8-4c2e-a2ae-48ae41c975ba,False,onboarding-default,THB,weekly_3,399.0
paywall_purchase_button_click,1710944495785000,ebb2d49b-6956-4130-900e-81a15789c31e,ebb2d49b-6956-4130-900e-81a15789c31e_1710944217174,/,en,False,False,3ee6c874-e2a8-4c2e-a2ae-48ae41c975ba,False,onboarding-default,GBP,yearly_t_2,26.49
paywall_purchase_button_click,1710949272495000,bde653f5-11fc-4579-af9a-de6cba808461,bde653f5-11fc-4579-af9a-de6cba808461_1710949148952,/,en,False,False,3ee6c874-e2a8-4c2e-a2ae-48ae41c975ba,False,onboarding-default,EUR,yearly_t_2,29.99
paywall_purchase_button_click,1710950014830000,1893bb4a-0e43-4a82-a921-721da958a10b,1893bb4a-0e43-4a82-a921-721da958a10b_1710949846935,/,en,False,False,3ee6c874-e2a8-4c2e-a2ae-48ae41c975ba,False,onboarding-default,AED,weekly_3,39.99
paywall_purchase_button_click,1710950599864000,ae301e01-5b1c-45e8-9743-6687a0ba3c5b,ae301e01-5b1c-45e8-9743-6687a0ba3c5b_1710950590113,/,en,False,False,3ee6c874-e2a8-4c2e-a2ae-48ae41c975ba,False,onboarding-default,USD,weekly_3,9.99
paywall_purchase_button_click,1710951812296000,9aa31433-baf6-4beb-9fba-d20bb56fbcc0,9aa31433-baf6-4beb-9fba-d20bb56fbcc0_1710951792502,/,en,False,False,3ee6c874-e2a8-4c2e-a2ae-48ae41c975ba,False,onboarding-default,USD,yearly_t_2,34.99
paywall_purchase_button_click,1710951831799000,358d98b2-a21b-48d6-b185-e7cb0ac47381,358d98b2-a21b-48d6-b185-e7cb0ac47381_1710951587735,/,en,False,False,3ee6c874-e2a8-4c2e-a2ae-48ae41c975ba,False,onboarding-default,RON,6month_1_1999,99.99
paywall_purchase_button_click,1710953876691000,9463ea66-a85a-48d4-b0ee-f5645a24f913,9463ea66-a85a-48d4-b0ee-f5645a24f913_1710953780152,/,en,False,False,3ee6c874-e2a8-4c2e-a2ae-48ae41c975ba,False,onboarding-default,EUR,yearly_t_2,29.99
paywall_purchase_button_click,1710954609941000,70facd3e-c6b7-4678-97e8-c449d1c970ce,70facd3e-c6b7-4678-97e8-c449d1c970ce_1710954444106,/,en,False,False,3ee6c874-e2a8-4c2e-a2ae-48ae41c975ba,False,onboarding-default,USD,yearly_t_2,34.99
paywall_purchase_button_click,1710956464981000,e3d05cd6-17d0-46b4-a0fb-c2e600ea1596,e3d05cd6-17d0-46b4-a0fb-c2e600ea1596_1710956311715,/,en,False,False,3ee6c874-e2a8-4c2e-a2ae-48ae41c975ba,False,onboarding-default,EUR,weekly_3,9.99
paywall_purchase_button_click,1710959339312000,b3f23fd5-b3bd-4c14-a3c4-0e46fb279826,b3f23fd5-b3bd-4c14-a3c4-0e46fb279826_1710959323505,/,en,True,False,3ee6c874-e2a8-4c2e-a2ae-48ae41c975ba,True,onboarding-default,CAD,yearly_t_2,32.99
paywall_purchase_button_click,1710958164862000,c034d34d-178d-4f00-8e38-0247c60f9a13,c034d34d-178d-4f00-8e38-0247c60f9a13_1710958042517,/,en,False,False,3ee6c874-e2a8-4c2e-a2ae-48ae41c975ba,False,onboarding-default,EUR,yearly_t_2,30.99
paywall_purchase_button_click,1710958522621000,139e40f8-e1ae-4e99-a906-bd4e837c05d0,139e40f8-e1ae-4e99-a906-bd4e837c05d0_1710958404904,/,en,False,False,3ee6c874-e2a8-4c2e-a2ae-48ae41c975ba,False,onboarding-default,USD,weekly_3,9.99
paywall_purchase_button_click,1710959313229000,fafe17ba-083d-4b4d-9502-634ab6418447,fafe17ba-083d-4b4d-9502-634ab6418447_1710959188542,/,ru,False,False,3ee6c874-e2a8-4c2e-a2ae-48ae41c975ba,False,onboarding-default,KZT,yearly_t_2,13490.0
paywall_purchase_button_click,1710960920490000,f7665812-d273-4ed7-87f7-b8dbe8034d4a,f7665812-d273-4ed7-87f7-b8dbe8034d4a_1710960670751,/,en,False,False,3ee6c874-e2a8-4c2e-a2ae-48ae41c975ba,False,onboarding-default,USD,weekly_3,9.99
paywall_purchase_button_click,1710902073358000,ce5e2ac1-c0ed-4b54-b142-7f4d2634c750,ce5e2ac1-c0ed-4b54-b142-7f4d2634c750_1710901908091,/,es,False,False,3ee6c874-e2a8-4c2e-a2ae-48ae41c975ba,False,onboarding-default,PEN,yearly_t_2,97.9
paywall_purchase_button_click,1710903186697000,d2b54ad0-dda0-4fe2-aab9-4663f5e86b54,d2b54ad0-dda0-4fe2-aab9-4663f5e86b54_1710902938133,/,en,False,False,3ee6c874-e2a8-4c2e-a2ae-48ae41c975ba,False,onboarding-default,USD,weekly_3,9.99
paywall_purchase_button_click,1710965483739000,ea05cd28-2199-4434-8d12-111e717bdd4e,ea05cd28-2199-4434-8d12-111e717bdd4e_1710965404973,/,en,False,False,3ee6c874-e2a8-4c2e-a2ae-48ae41c975ba,False,onboarding-default,USD,weekly_3,9.99
paywall_purchase_button_click,1710967921731000,e7ed50a7-0116-4e99-b657-1dc9e7151ffa,e7ed50a7-0116-4e99-b657-1dc9e7151ffa_1710967690977,/,en,False,False,3ee6c874-e2a8-4c2e-a2ae-48ae41c975ba,False,onboarding-default,EUR,yearly_t_2,29.99
paywall_purchase_button_click,1710967929685000,b27b8466-7c6e-42d0-b1e7-340f48334298,b27b8466-7c6e-42d0-b1e7-340f48334298_1710967824233,/,en,False,False,3ee6c874-e2a8-4c2e-a2ae-48ae41c975ba,False,onboarding-default,USD,yearly_t_2,34.99
paywall_purchase_button_click,1710969367963000,928668f1-1810-430d-9f4a-774d90b03208,928668f1-1810-430d-9f4a-774d90b03208_1710969329574,/,en,False,False,3ee6c874-e2a8-4c2e-a2ae-48ae41c975ba,False,onboarding-default,USD,6month_1_1999,19.99
paywall_purchase_button_click,1710969755841000,ea494e5f-c230-4ff0-a871-a3358ce15f20,ea494e5f-c230-4ff0-a871-a3358ce15f20_1710969505916,/,en,False,False,3ee6c874-e2a8-4c2e-a2ae-48ae41c975ba,False,onboarding-default,SEK,6month_1_1999,249.0
paywall_purchase_button_click,1710970025982000,812f88bd-1570-43fa-89c7-aba2067b73ae,812f88bd-1570-43fa-89c7-aba2067b73ae_1710969889710,/,en,False,False,3ee6c874-e2a8-4c2e-a2ae-48ae41c975ba,False,onboarding-default,USD,yearly_t_2,34.99
paywall_purchase_button_click,1710972457276000,a9e32682-6dba-493b-8753-d2954b276d29,a9e32682-6dba-493b-8753-d2954b276d29_1710972452933,/,en,False,False,3ee6c874-e2a8-4c2e-a2ae-48ae41c975ba,False,onboarding-default,USD,yearly_t_2,34.99
paywall_purchase_button_click,1710973255455000,c5f6b45e-9f8a-49ec-a1fe-a810e05abc75,c5f6b45e-9f8a-49ec-a1fe-a810e05abc75_1710973063724,/,en,False,False,3ee6c874-e2a8-4c2e-a2ae-48ae41c975ba,False,onboarding-default,EUR,yearly_t_2,29.99
paywall_purchase_button_click,1710973684984000,db2e9515-1e72-4c80-ba86-8ba946438e2f,db2e9515-1e72-4c80-ba86-8ba946438e2f_1710973550537,/,en,False,False,3ee6c874-e2a8-4c2e-a2ae-48ae41c975ba,False,onboarding-default,CHF,yearly_t_2,26.0
paywall_purchase_button_click,1710973829466000,e5710793-bf55-4041-a16d-e8959c9a9dfe,e5710793-bf55-4041-a16d-e8959c9a9dfe_1710973699186,/,en,False,False,3ee6c874-e2a8-4c2e-a2ae-48ae41c975ba,False,onboarding-default,USD,weekly_3,9.99
paywall_purchase_button_click,1710976270660000,3101812c-84f3-4eca-a163-4f89f8c4fa8d,3101812c-84f3-4eca-a163-4f89f8c4fa8d_1710976248266,/,en,True,False,3ee6c874-e2a8-4c2e-a2ae-48ae41c975ba,True,onboarding-default,PLN,yearly_t_2,147.99
paywall_purchase_button_click,1710977574492000,c6323ccb-9d71-419b-a6f6-5087bb3f7de6,c6323ccb-9d71-419b-a6f6-5087bb3f7de6_1710977568309,/,en,False,False,3ee6c874-e2a8-4c2e-a2ae-48ae41c975ba,False,onboarding-default,USD,yearly_t_2,34.99
paywall_purchase_button_click,1710976709079000,5d3a1992-4990-46a6-b7d2-b3d06a79d190,5d3a1992-4990-46a6-b7d2-b3d06a79d190_1710976575071,/,en,False,False,3ee6c874-e2a8-4c2e-a2ae-48ae41c975ba,False,onboarding-default,USD,weekly_3,9.99
paywall_purchase_button_click,1710907547300000,418f8041-0e92-4f3e-82ad-beb6b1abcd0c,418f8041-0e92-4f3e-82ad-beb6b1abcd0c_1710907417643,/,en,False,False,3ee6c874-e2a8-4c2e-a2ae-48ae41c975ba,False,onboarding-default,USD,yearly_t_2,34.99
paywall_purchase_button_click,1710907927314000,15bfd903-dc63-408c-aed9-249b6939f617,15bfd903-dc63-408c-aed9-249b6939f617_1710907673903,/,en,False,False,3ee6c874-e2a8-4c2e-a2ae-48ae41c975ba,False,onboarding-default,USD,weekly_3,9.99
paywall_purchase_button_click,1710909008308000,2228b6f6-149b-4285-bfa6-76634edecfc5,2228b6f6-149b-4285-bfa6-76634edecfc5_1710908824805,/,en,False,False,3ee6c874-e2a8-4c2e-a2ae-48ae41c975ba,False,onboarding-default,USD,yearly_t_2,34.99
paywall_purchase_button_click,1710909022190000,2228b6f6-149b-4285-bfa6-76634edecfc5,2228b6f6-149b-4285-bfa6-76634edecfc5_1710908824805,/,en,False,False,3ee6c874-e2a8-4c2e-a2ae-48ae41c975ba,False,onboarding-default,USD,weekly_3,9.99
paywall_purchase_button_click,1710909777711000,615b370e-53a9-48b2-8c42-0ac50c79aa37,615b370e-53a9-48b2-8c42-0ac50c79aa37_1710909499228,/,en,False,False,3ee6c874-e2a8-4c2e-a2ae-48ae41c975ba,False,onboarding-default,AED,weekly_3,39.99
paywall_purchase_button_click,1710910663509000,6d3fc37f-996e-4b04-baed-712d87c818a3,6d3fc37f-996e-4b04-baed-712d87c818a3_1710910540537,/,en,False,False,3ee6c874-e2a8-4c2e-a2ae-48ae41c975ba,False,onboarding-default,USD,yearly_t_2,34.99
paywall_purchase_button_click,1710915389717000,4366c0f8-9426-4162-89d3-7fa935dfebfc,4366c0f8-9426-4162-89d3-7fa935dfebfc_1710915380080,/,en,False,False,3ee6c874-e2a8-4c2e-a2ae-48ae41c975ba,False,onboarding-default,NZD,yearly_t_2,48.99
paywall_purchase_button_click,1710916680740000,29723199-a406-4971-a063-228daa92f3c9,29723199-a406-4971-a063-228daa92f3c9_1710916659554,/,en,False,False,3ee6c874-e2a8-4c2e-a2ae-48ae41c975ba,False,onboarding-default,NZD,weekly_3,19.99
paywall_purchase_button_click,1710915989730000,a5ec369b-6894-438a-8aa4-cf0a6c9fa0c7,a5ec369b-6894-438a-8aa4-cf0a6c9fa0c7_1710915971992,/,en,False,False,3ee6c874-e2a8-4c2e-a2ae-48ae41c975ba,False,onboarding-default,USD,yearly_t_2,34.99
paywall_purchase_button_click,1710914891764000,2dc59de3-c0b0-4636-8ba0-61c4c2cdbb2f,2dc59de3-c0b0-4636-8ba0-61c4c2cdbb2f_1710914562230,/,en,False,False,3ee6c874-e2a8-4c2e-a2ae-48ae41c975ba,False,onboarding-default,USD,yearly_t_2,34.99
paywall_purchase_button_click,1710914994225000,a395c4e0-b082-4656-ab48-234e464d0dec,a395c4e0-b082-4656-ab48-234e464d0dec_1710914827056,/,en,False,False,3ee6c874-e2a8-4c2e-a2ae-48ae41c975ba,False,onboarding-default,ILS,yearly_t_2,85.9
paywall_purchase_button_click,1710918758962000,a6293b05-8010-4675-8067-5a9ebc3a8c6f,a6293b05-8010-4675-8067-5a9ebc3a8c6f_1710918564165,/,en,False,False,3ee6c874-e2a8-4c2e-a2ae-48ae41c975ba,False,onboarding-default,USD,yearly_t_2,34.99
paywall_purchase_button_click,1710924171168000,46401858-c3c2-43b4-9dda-28f554c6a417,46401858-c3c2-43b4-9dda-28f554c6a417_1710924159526,/,en,False,False,3ee6c874-e2a8-4c2e-a2ae-48ae41c975ba,False,onboarding-default,GBP,yearly_t_2,26.49
paywall_purchase_button_click,1710923119355000,a6049fda-8e0c-4883-bb13-33090c66a6a3,a6049fda-8e0c-4883-bb13-33090c66a6a3_1710922884177,/,en,False,False,3ee6c874-e2a8-4c2e-a2ae-48ae41c975ba,False,onboarding-default,NZD,yearly_t_2,48.99
paywall_purchase_button_click,1710927403937000,93862eae-9958-4a61-919d-e2918561cb32,93862eae-9958-4a61-919d-e2918561cb32_1710927386760,/,en,False,False,3ee6c874-e2a8-4c2e-a2ae-48ae41c975ba,False,onboarding-default,TRY,yearly_t_2,579.99
paywall_purchase_button_click,1710927450416000,93862eae-9958-4a61-919d-e2918561cb32,93862eae-9958-4a61-919d-e2918561cb32_1710927386760,/,en,False,False,3ee6c874-e2a8-4c2e-a2ae-48ae41c975ba,False,onboarding-default,TRY,yearly_t_2,579.99
