event_name,event_timestamp,user_pseudo_id,unique_session_id,data.path,user_properties.subscription_state,user_properties.subscription_product,user_properties.app_language,user_properties.feature_new_onboarding,user_properties.ab_tooltips_enabled,event_properties.source,event_properties.from_screenshot,event_properties.target
sharing_share,1710896775127000,a98684e1-6ff5-452f-bd2b-42c31fc125ca,a98684e1-6ff5-452f-bd2b-42c31fc125ca_1710896707788,/,subscribed,weekly_1299_intro_promo_discount,en,False,False,article,True,instagramStories
sharing_share,1710897710488000,7e6cd814-5f9c-42ea-8343-f75461368b10,7e6cd814-5f9c-42ea-8343-f75461368b10_1710897517833,/,subscribed,yearly_t_2,en,False,False,compatibility,True,native
sharing_share,1710930892488000,d40d893a-4116-4d4b-b654-1bdb6b1fcd24,d40d893a-4116-4d4b-b654-1bdb6b1fcd24_1710930818807,/,subscribed,weekly_1299_intro_promo_discount,en,False,False,stories,False,native
sharing_share,1710932601759000,e80c0d1a-7a1a-4390-86b8-c9389a62ffbc,e80c0d1a-7a1a-4390-86b8-c9389a62ffbc_1710932584908,/,subscribed,yearly_t_2,en,False,False,stories,False,instagramStories
sharing_share,1710934902774000,1ce593c6-706a-444e-91e5-0da090e74df9,1ce593c6-706a-444e-91e5-0da090e74df9_1710934316471,/,subscribed,weekly_1299_intro_promo_discount,en,False,False,compatibility,False,native
sharing_share,1710936112098000,9255136e-5e78-4689-85da-06f5fdd8e0fd,9255136e-5e78-4689-85da-06f5fdd8e0fd_1710935932777,/,subscribed,yearly_t_2,en,False,False,compatibility,False,native
sharing_share,1710936136786000,9255136e-5e78-4689-85da-06f5fdd8e0fd,9255136e-5e78-4689-85da-06f5fdd8e0fd_1710935932777,/,subscribed,yearly_t_2,en,False,False,bodygraph,False,native
sharing_share,1710936166117000,9255136e-5e78-4689-85da-06f5fdd8e0fd,9255136e-5e78-4689-85da-06f5fdd8e0fd_1710935932777,/,subscribed,yearly_t_2,en,False,False,compatibility,False,native
sharing_share,1710939919273000,e758cc20-22aa-464f-8c8d-c5f57392e87f,e758cc20-22aa-464f-8c8d-c5f57392e87f_1710939891620,/,subscribed,Yearly_1_nt_hd,en,False,False,stories,False,instagramStories
sharing_share,1710940243484000,8ea71ada-8d40-48d8-ba87-55d5d544567a,8ea71ada-8d40-48d8-ba87-55d5d544567a_1710940191497,/,subscribed,yearly_t_2,en,False,False,stories,False,native
sharing_share,1710945620424000,e4d967f7-a907-4b27-896f-606de88180aa,e4d967f7-a907-4b27-896f-606de88180aa_1710945391253,/,subscribed,yearly_t_2,en,False,False,bodygraph,False,native
sharing_share,1710946092450000,ebb2d49b-6956-4130-900e-81a15789c31e,ebb2d49b-6956-4130-900e-81a15789c31e_1710944217174,/,subscribed,yearly_t_2,en,False,False,compatibility,False,native
sharing_share,1710946103254000,ebb2d49b-6956-4130-900e-81a15789c31e,ebb2d49b-6956-4130-900e-81a15789c31e_1710944217174,/,subscribed,yearly_t_2,en,False,False,compatibility,False,native
sharing_share,1710948131145000,ebb2d49b-6956-4130-900e-81a15789c31e,ebb2d49b-6956-4130-900e-81a15789c31e_1710948055321,/,subscribed,yearly_t_2,en,False,False,compatibility,False,native
sharing_share,1710950733814000,4bedb137-69bd-43bc-a40e-8181d55b6d91,4bedb137-69bd-43bc-a40e-8181d55b6d91_1710950721558,/,subscribed,monthly_t_2,en,True,False,stories,False,instagramStories
sharing_share,1710950813051000,4bedb137-69bd-43bc-a40e-8181d55b6d91,4bedb137-69bd-43bc-a40e-8181d55b6d91_1710950721558,/,subscribed,monthly_t_2,en,True,False,stories,False,instagramStories
sharing_share,1710952905470000,455c6cad-2d76-492f-b055-aca499189b80,455c6cad-2d76-492f-b055-aca499189b80_1710952710580,/,subscribed,yearly_t_2,en,True,False,compatibility,False,native
sharing_share,1710950451941000,f25d2d2f-a6c3-4cbc-a415-2487853c13ce,f25d2d2f-a6c3-4cbc-a415-2487853c13ce_1710950429395,/,subscribed,yearly_t_2,en,False,False,stories,False,instagramStories
sharing_share,1710950467758000,f25d2d2f-a6c3-4cbc-a415-2487853c13ce,f25d2d2f-a6c3-4cbc-a415-2487853c13ce_1710950429395,/,subscribed,yearly_t_2,en,False,False,stories,False,instagramStories
sharing_share,1710957019289000,d0e7aadd-918c-4f09-a4f7-6e129b6f37f2,d0e7aadd-918c-4f09-a4f7-6e129b6f37f2_1710957004372,/,subscribed,Yearly_30_b_var3,en,False,False,stories,False,instagramStories
sharing_share,1710957486175000,78fbfbba-4b08-497f-a3fd-a66e79097c05,78fbfbba-4b08-497f-a3fd-a66e79097c05_1710957422527,/,auto_renew_off,weekly_1299_intro_promo_discount,en,False,False,bodygraph,False,instagramStories
sharing_share,1710957606198000,78fbfbba-4b08-497f-a3fd-a66e79097c05,78fbfbba-4b08-497f-a3fd-a66e79097c05_1710957422527,/,auto_renew_off,weekly_1299_intro_promo_discount,en,False,False,bodygraph,False,native
sharing_share,1710957871214000,78fbfbba-4b08-497f-a3fd-a66e79097c05,78fbfbba-4b08-497f-a3fd-a66e79097c05_1710957422527,/,auto_renew_off,weekly_1299_intro_promo_discount,en,False,False,bodygraph,False,native
sharing_share,1710957879784000,78fbfbba-4b08-497f-a3fd-a66e79097c05,78fbfbba-4b08-497f-a3fd-a66e79097c05_1710957422527,/,auto_renew_off,weekly_1299_intro_promo_discount,en,False,False,bodygraph,False,native
sharing_share,1710965074889000,5bf91be4-5042-4ffb-8155-6d6e91750769,5bf91be4-5042-4ffb-8155-6d6e91750769_1710965013978,/,subscribed,yearly_t_2,en,False,False,article,False,native
sharing_share,1710527958328000,601e177f-e0c8-4196-9faa-b78576a428bc,601e177f-e0c8-4196-9faa-b78576a428bc_1710526679010,/,subscribed,yearly_t_2,en,False,False,stories,False,native
sharing_share,1710909758900000,2228b6f6-149b-4285-bfa6-76634edecfc5,2228b6f6-149b-4285-bfa6-76634edecfc5_1710908824805,/,subscribed,weekly_3,en,False,False,compatibility,False,native
sharing_share,1710923085105000,092e9021-255e-4e53-bff4-1a8c9d63037b,092e9021-255e-4e53-bff4-1a8c9d63037b_1710923028745,/,subscribed,Yearly_30_b_var3,en,False,False,stories,False,native
